2841723,1237532,EVT20102841723,GC20101237532,1217533
2841724,1237533,EVT20102841724,GC20101237533,1217533
2841725,1237534,EVT20102841725,GC20101237534,1217533
2841726,1237535,EVT20102841726,GC20101237535,1217533
2841727,1237536,EVT20102841727,GC20101237536,1217533
2841728,1237537,EVT20102841728,GC20101237537,1217533
2841729,1237538,EVT20102841729,GC20101237538,1217533
2841730,1237539,EVT20102841730,GC20101237539,1217533
2841731,1237540,EVT20102841731,GC20101237540,1217533
2841732,1237541,EVT20102841732,GC20101237541,1217533
2841733,1237542,EVT20102841733,GC20101237542,1217533
2841734,1237543,EVT20102841734,GC20101237543,1217533
2841735,1237544,EVT20102841735,GC20101237544,1217533
2841736,1237545,EVT20102841736,GC20101237545,1217533
2841737,1237546,EVT20102841737,GC20101237546,1217533
2841738,1237547,EVT20102841738,GC20101237547,1217533
2841739,1237548,EVT20102841739,GC20101237548,1217533
2841740,1237549,EVT20102841740,GC20101237549,1217533
2841741,1237550,EVT20102841741,GC20101237550,1217533
2841742,1237551,EVT20102841742,GC20101237551,1217533
2841743,1237552,EVT20102841743,GC20101237552,1217533
2841744,1237553,EVT20102841744,GC20101237553,1217533
2841745,1237554,EVT20102841745,GC20101237554,1217533
2841746,1237555,EVT20102841746,GC20101237555,1217533
2841747,1237556,EVT20102841747,GC20101237556,1217533
2841748,1237557,EVT20102841748,GC20101237557,1217533
2841749,1237558,EVT20102841749,GC20101237558,1217533
2841750,1237559,EVT20102841750,GC20101237559,1217533
2841751,1237560,EVT20102841751,GC20101237560,1217533
2841752,1237561,EVT20102841752,GC20101237561,1217533
2841753,1237562,EVT20102841753,GC20101237562,1217533
2841754,1237563,EVT20102841754,GC20101237563,1217533
2841755,1237564,EVT20102841755,GC20101237564,1217533
2841756,1237565,EVT20102841756,GC20101237565,1217533
2841757,1237566,EVT20102841757,GC20101237566,1217533
2841758,1237567,EVT20102841758,GC20101237567,1217533
2841759,1237568,EVT20102841759,GC20101237568,1217533
2841760,1237569,EVT20102841760,GC20101237569,1217533
2841761,1237570,EVT20102841761,GC20101237570,1217533
2841762,1237571,EVT20102841762,GC20101237571,1217533
2841763,1237572,EVT20102841763,GC20101237572,1217533
2841764,1237573,EVT20102841764,GC20101237573,1217533
2841765,1237574,EVT20102841765,GC20101237574,1217533
2841766,1237575,EVT20102841766,GC20101237575,1217533
2841767,1237576,EVT20102841767,GC20101237576,1217533
2841768,1237577,EVT20102841768,GC20101237577,1217533
2841769,1237578,EVT20102841769,GC20101237578,1217533
2841770,1237579,EVT20102841770,GC20101237579,1217533
2841771,1237580,EVT20102841771,GC20101237580,1217533
2841772,1237581,EVT20102841772,GC20101237581,1217533
