2842241,1238050,EVT20102842241,GC20101238050,1217533
2842242,1238051,EVT20102842242,GC20101238051,1217533
2842243,1238052,EVT20102842243,GC20101238052,1217533
2842244,1238053,EVT20102842244,GC20101238053,1217533
2842245,1238054,EVT20102842245,GC20101238054,1217533
2842246,1238055,EVT20102842246,GC20101238055,1217533
2842247,1238056,EVT20102842247,GC20101238056,1217533
2842248,1238057,EVT20102842248,GC20101238057,1217533
2842249,1238058,EVT20102842249,GC20101238058,1217533
2842250,1238059,EVT20102842250,GC20101238059,1217533
2842251,1238060,EVT20102842251,GC20101238060,1217533
2842252,1238061,EVT20102842252,GC20101238061,1217533
2842253,1238062,EVT20102842253,GC20101238062,1217533
2842254,1238063,EVT20102842254,GC20101238063,1217533
2842255,1238064,EVT20102842255,GC20101238064,1217533
2842256,1238065,EVT20102842256,GC20101238065,1217533
2842257,1238066,EVT20102842257,GC20101238066,1217533
2842258,1238067,EVT20102842258,GC20101238067,1217533
2842259,1238068,EVT20102842259,GC20101238068,1217533
2842260,1238069,EVT20102842260,GC20101238069,1217533
