2842261,1238070,EVT20102842261,GC20101238070,1217533
2842262,1238071,EVT20102842262,GC20101238071,1217533
2842263,1238072,EVT20102842263,GC20101238072,1217533
2842264,1238073,EVT20102842264,GC20101238073,1217533
2842265,1238074,EVT20102842265,GC20101238074,1217533
2842266,1238075,EVT20102842266,GC20101238075,1217533
2842267,1238076,EVT20102842267,GC20101238076,1217533
2842268,1238077,EVT20102842268,GC20101238077,1217533
2842269,1238078,EVT20102842269,GC20101238078,1217533
2842270,1238079,EVT20102842270,GC20101238079,1217533
2842271,1238080,EVT20102842271,GC20101238080,1217533
2842272,1238081,EVT20102842272,GC20101238081,1217533
2842273,1238082,EVT20102842273,GC20101238082,1217533
2842274,1238083,EVT20102842274,GC20101238083,1217533
2842275,1238084,EVT20102842275,GC20101238084,1217533
2842276,1238085,EVT20102842276,GC20101238085,1217533
2842277,1238086,EVT20102842277,GC20101238086,1217533
2842278,1238087,EVT20102842278,GC20101238087,1217533
2842279,1238088,EVT20102842279,GC20101238088,1217533
2842280,1238089,EVT20102842280,GC20101238089,1217533
